ID	Gerência - CC	Nome	Processo	Programa	Versão	Data e Hora	Ciclo	Fuso	Torque	Ângulo	Status	FZ	Identificador
-	OCP - 204.4	GE PM Suspensão AXOR FL6	AXOR code FL6 (2 apertos)- Atual	1	5	30/11/2017 13:31	1	1	171,2	18	OK	522147	373748546
13541	OCB - 206.4	Coluna de Direção NTC	Cruzeta AXOR R - Atual	12	3	30/11/2017 13:33	1	1	29,28	83	OK	522147	373748546
-	OCB - 206.4	Pedaleira Dupla - Embreagem	Válvula de Freio NTC - Porca (4 apertos) - Atual	1	5	30/11/2017 06:26	4	1	17,6	16	OK	522147	373748546
-	OCB - 206.4	Pedaleira Dupla - Embreagem	Válvula de Freio NTC - Porca (4 apertos) - Atual	1	5	30/11/2017 06:26	3	1	17,82	39	OK	522147	373748546
-	OCB - 206.4	Pedaleira Dupla - Embreagem	Válvula de Freio NTC - Porca (4 apertos) - Atual	1	5	30/11/2017 06:26	2	1	17,85	52	OK	522147	373748546
-	OCB - 206.4	Pedaleira Dupla - Embreagem	Válvula de Freio NTC - Porca (4 apertos) - Atual	1	5	30/11/2017 06:26	1	1	17,46	9	OK	522147	373748546
62330	OCP - 204.4	GE MI Cilindro de Basculamento	Cilindro de Basculamento	1	2	30/11/2017 18:15	1	1	18,06	14	OK	522147	373748546
-	OCB - 206.4	Cabo massa (LP)	APERTO CABO MASSA ( NTC ) - Atual	1	12	30/11/2017 18:00	2	1	12,15	35	OK	522147	373748546
-	OCB - 206.4	Cabo massa (LP)	APERTO CABO MASSA ( NTC ) - Atual	1	12	30/11/2017 18:00	1	1	12,04	34	OK	522147	373748546
19921	OCP - 204.4	GE MI Pedaleira Axor	Reaperto do Parafuso da Pedaleira	2	1	27/11/2017 06:51	1	1	25,16	10	OK	520988	373748546
19920	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	6	1	25,12	53	OK	520988	373748546
19919	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	5	1	25,15	52	OK	520988	373748546
19918	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	4	1	25,3	23	OK	520988	373748546
19917	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	3	1	25,2	13	OK	520988	373748546
19916	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	2	1	25,01	38	OK	520988	373748546
19915	OCP - 204.4	GE MI Pedaleira Axor	Pedaleira Axor	1	2	27/11/2017 06:51	1	1	25,39	66	OK	520988	373748546
-	OCB - 206.4	Coluna de Direção SÉRIE	Fixação da Cruzeta SKL (2 apertos) - Atual	3	6	27/11/2017 09:00	1	1	29,33	74	OK	1847	373691925
-	OCB - 206.4	Coluna de Direção SÉRIE	Fixação da Cruzeta SKL (2 apertos) - Atual	3	6	27/11/2017 09:00	1	1	29,33	74	OK	1847	373691925
-	OCB - 206.4	Pedaleira Dupla - Embreagem	Pedal Acelerador Atron	3	6	27/11/2017 08:06	2	1	20,05	38	OK	1847	373691925
-	OCB - 206.4	Pedaleira Dupla - Embreagem	Pedal Acelerador Atron	3	6	27/11/2017 08:06	1	1	20,12	33	OK	1847	373691925
